AAPL,AAPL,AAPL,AAPL,AAPL,GILD,GILD,GILD,GILD,GILD,JNJ,JNJ,JNJ,JNJ,JNJ,MSFT,MSFT,MSFT,MSFT,MSFT,REGN,REGN,REGN,REGN,REGN,TSLA,TSLA,TSLA,TSLA,TSLA
open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
207.48,209.73,207.14,207.75,15409845.0,66.35,67.04,65.92,66.94,3669095.0,131.3,131.3,130.49,130.68,3709561.0,140.37,141.675,140.3,141.34,13850451.0,304.35,309.73,300.61,309.18,883370.0,226.92,230.26,222.25,228.0,9703872.0
208.46,210.64,208.44,209.67,18308302.0,68.09,68.3,67.3,67.88,4628345.0,131.0,133.31,130.21,133.03,6040243.0,141.5,141.51,139.3663,141.04,12571394.0,314.5,314.95,302.81,306.05,598287.0,227.09,235.94,226.0325,235.792,8773213.0
208.76,210.16,207.31,208.884,24482953.0,67.8,67.83,66.66,67.11,5797536.0,132.47,132.49,131.27,132.09,4477906.0,140.18,141.2199,139.8005,140.37,13481272.0,304.31,311.27,303.52,311.22,446941.0,232.9,243.36,232.18,242.26,7862017.0
216.42,221.37,211.3,212.78,62976187.0,65.79,66.72,64.16,65.5,9220767.0,131.64,132.0,130.18,130.21,5681704.0,140.33,140.49,135.08,136.21,31831950.0,309.8,312.255,301.2,304.59,603650.0,243.0,246.68,236.6501,241.62,8812185.0
213.9,218.03,206.7435,208.4595,51121061.0,65.66,66.78,65.08,65.47,7204466.0,130.26,130.74,129.02,130.27,6027611.0,137.0,140.9383,136.93,138.06,35896805.0,306.68,313.93,304.61,309.64,609579.0,242.65,244.51,231.77,233.94,7961088.0
205.53,206.19,201.7,204.09,29993911.0,65.19,65.46,64.25,64.96,5268083.0,130.86,131.47,129.7701,131.07,4327620.0,138.09,138.32,135.26,136.9,23579396.0,308.95,310.38,303.06,305.16,365860.0,231.35,236.27,229.23,234.2784,4962957.0
197.99,198.649,192.58,193.22,44910342.0,64.3,64.62,62.87,63.35,5778177.0,130.91,131.46,129.01,130.14,6906533.0,133.3,133.9298,130.78,132.2,35492393.0,302.15,304.0,296.5234,299.59,720189.0,229.6,231.3673,225.775,228.48,6526882.0
196.31,198.067,194.04,196.98,31922123.0,63.46,64.15,62.64,63.97,5628757.0,130.34,131.22,129.59,130.77,5437973.0,133.8,135.68,133.21,134.66,25230023.0,304.48,306.0,293.405,300.3,1067398.0,231.88,232.5,225.75,230.63,5256223.0
195.41,199.56,193.82,199.14,29096670.0,63.34,64.1971,62.54,63.87,4509700.0,129.36,130.905,128.19,130.23,4925889.0,133.8,135.65,131.8284,135.28,26194932.0,297.66,304.61,294.01,302.33,675584.0,226.51,233.5688,225.8,233.47,4574805.0
200.22,203.53,199.39,203.45,23184966.0,63.72,64.9,63.61,64.83,3862767.0,130.98,131.945,130.23,131.73,3646597.0,136.6,138.99,135.93,138.91,20703630.0,303.12,310.08,303.12,309.82,520492.0,234.45,239.8,232.65,238.29,5027207.0
201.3,202.76,199.3,200.93,21549074.0,64.7,65.72,64.36,65.24,4354161.0,131.8,132.76,131.23,132.04,3385042.0,138.61,139.38,136.46,137.69,19270704.0,308.84,310.175,299.98,304.89,451175.0,236.0535,238.96,233.81,235.0,3719840.0
199.62,202.0516,199.15,200.5,19539038.0,64.93,65.47,63.49,63.99,4421246.0,131.5,132.7,131.29,131.9,5316973.0,137.07,137.86,135.24,135.81,15264976.0,298.64,305.1,295.61,295.79,469749.0,232.99,235.77,228.75,229.02,4435506.0
201.05,212.14,200.83,208.98,43076897.0,63.72,64.99,63.72,64.295,4196335.0,132.3,134.1,132.0,133.44,4157976.0,136.05,138.8,135.0,138.6,21855465.0,298.13,307.67,296.94,304.86,511114.0,228.81,236.0,227.55,234.97,4659970.0
203.16,206.44,202.5869,202.75,30918861.0,63.69,63.8,62.92,63.13,5071158.0,132.53,132.54,130.13,130.18,6095981.0,136.36,136.92,133.67,133.98,24545638.0,301.83,304.3,292.415,293.31,583861.0,231.21,231.5,216.69,219.59,8733756.0
203.46,205.14,199.67,201.74,24575334.0,63.28,63.81,62.84,62.86,3832796.0,130.17,131.07,129.25,130.53,5239343.0,133.98,134.58,132.25,133.691,22783901.0,295.37,296.911,290.4701,293.0,512382.0,220.86,221.56,211.55,215.52,7836075.0
204.28,207.16,203.84,206.44,25086579.0,63.27,63.51,62.84,63.13,5830195.0,131.47,131.67,130.595,131.37,4003329.0,134.88,136.46,134.72,136.13,21414280.0,295.32,297.35,290.72,296.68,652674.0,216.75,222.24,216.02,219.92,4820433.0
210.62,212.7307,210.025,210.34,21547293.0,63.69,64.42,63.69,64.11,5449228.0,132.5,132.57,131.82,132.23,2921757.0,137.855,138.55,136.885,138.41,19420135.0,299.34,300.82,296.8,298.25,542751.0,224.21,227.83,221.7,226.81,5067001.0
210.88,213.35,210.32,210.35,21011089.0,64.04,64.31,63.38,63.45,4390849.0,131.96,132.66,130.46,130.6,4736675.0,138.21,138.71,137.24,137.24,15455600.0,299.21,300.9958,294.99,296.0,494637.0,227.62,229.09,224.54,225.65,3763018.0
212.8,213.65,211.6032,212.65,17908140.0,64.04,64.26,63.67,64.13,3869666.0,131.7,132.41,130.85,131.54,5640829.0,138.55,139.4935,138.0,138.78,12304264.0,296.43,300.51,295.02,297.77,390554.0,222.01,223.22,217.6,220.79,7253565.0
213.19,214.435,210.75,212.45,19267504.0,64.31,64.7,63.5411,64.23,3806651.0,131.6,132.13,130.8007,131.3,4927659.0,138.66,139.2,136.29,137.77,15649907.0,297.5,298.95,291.605,294.89,363365.0,222.8,225.4,218.22,222.05,5473992.0
209.43,212.051,201.0,202.63,40593444.0,64.07,64.67,62.19,62.55,5271999.0,131.07,131.26,127.13,127.79,13080609.0,137.1897,138.35,132.8,133.4,31330202.0,293.96,296.26,285.55,286.94,702356.0,219.97,221.17,211.0,211.39,8015679.0
205.86,207.19,205.0573,206.6,22978406.0,63.3,63.3324,62.33,63.04,3370897.0,127.42,128.08,126.63,127.84,6771599.0,135.01,135.56,133.9,135.54,16264514.0,288.24,290.37,283.494,284.84,431110.0,213.6,215.02,211.54,214.98,4696205.0
207.81,208.55,203.53,204.14,19309254.0,63.51,63.89,62.935,63.3,4194614.0,129.65,132.4,129.1,129.64,17104514.0,136.39,136.72,134.66,135.75,16302609.0,285.87,291.135,281.11,281.41,635602.0,215.74,218.8,212.03,214.16,4999917.0
204.1,205.72,203.32,205.52,14081649.0,63.04,64.19,62.73,63.64,4424518.0,127.86,128.87,127.01,128.69,8817420.0,134.88,135.76,133.55,135.55,14545360.0,280.04,290.29,279.39,287.64,652812.0,213.69,217.25,212.31,215.59,3093685.0
208.5,209.32,206.655,209.1,18354476.0,64.27,64.42,63.285,63.74,4044212.0,128.84,129.2,126.83,128.21,6140792.0,137.25,138.44,136.91,138.16,17138202.0,289.79,292.7,287.09,290.56,443997.0,218.95,223.4,218.0,221.7,4868685.0
210.16,210.45,207.2,208.74,16839712.0,63.99,64.01,62.851,63.53,3689826.0,128.27,129.1,127.62,128.34,4707335.0,139.2,139.2,136.27,137.92,17470601.0,292.02,293.46,287.35,290.18,426908.0,229.15,232.44,224.213,225.6,8258412.0
206.43,206.98,204.22,205.695,17928464.0,63.15,63.34,62.2687,62.97,4219500.0,127.99,128.98,127.51,128.77,4417206.0,136.61,137.2,135.7,136.12,15851752.0,289.2,290.39,281.245,285.13,474426.0,224.08,228.95,223.16,225.11,5080361.0
208.39,209.48,207.32,209.25,16915267.0,63.36,63.67,62.39,63.28,3549167.0,129.49,129.59,128.08,128.86,4152267.0,137.3,137.69,136.48,137.69,14888337.0,288.21,288.99,282.31,286.5,485767.0,226.89,228.46,219.205,220.71,5480727.0
212.0,213.97,211.51,213.27,20371927.0,63.44,64.5,63.33,64.06,4342140.0,129.9,129.9,128.31,128.58,3892031.0,139.11,140.3837,138.76,140.05,21972890.0,287.94,293.6444,287.94,289.48,436689.0,222.5,229.8,220.85,229.48,7033497.0
214.05,214.42,212.51,213.27,17147590.0,64.3,65.0,63.915,64.82,5480661.0,128.88,129.23,128.07,128.23,5556454.0,140.03,140.18,138.2,139.13,17404946.0,290.3,293.2,287.67,292.01,491107.0,227.85,229.64,225.17,227.49,4102982.0
214.84,216.44,211.07,214.15,22533240.0,64.65,66.57,64.63,66.31,7594183.0,128.0,128.16,126.59,127.01,6597669.0,139.59,139.75,136.46,137.58,22005895.0,291.53,291.93,278.72,278.99,813507.0,229.97,233.76,229.23,231.78,4488219.0
213.86,216.78,211.71,216.77,27664503.0,66.08,67.1751,65.77,67.1,6390981.0,127.34,129.51,126.34,129.51,7011504.0,136.8,136.8862,134.51,136.15,23250035.0,279.03,285.045,271.57,283.74,1076812.0,230.8,235.54,228.94,235.54,4654579.0
218.07,223.64,217.73,223.587,39572875.0,66.99,68.16,66.99,68.07,7125185.0,129.86,131.28,129.08,131.12,5082629.0,135.91,136.27,135.09,136.15,19779471.0,284.0,287.4812,282.55,283.33,429204.0,237.38,248.1741,236.0,247.23,9601813.0
224.8,226.42,222.86,223.09,27248778.0,67.5,67.54,66.26,66.34,5348366.0,131.36,131.77,130.06,130.49,4254501.0,137.85,138.42,136.87,137.5414,20472917.0,284.64,288.88,281.01,284.21,472744.0,247.7,253.5,244.4,245.86,8110680.0
220.0,220.79,217.02,218.8,35658287.0,66.75,67.49,65.96,66.52,3749131.0,131.33,131.57,129.96,130.78,3745774.0,137.78,138.06,136.57,137.21,16044045.0,283.84,287.0,279.47,281.58,488195.0,246.96,248.45,244.865,245.27,5075640.0
217.73,220.13,217.56,219.9,18614200.0,66.29,66.43,65.66,65.88,3003047.0,130.11,130.75,129.33,129.47,3626608.0,135.83,136.7,135.66,136.4,11868175.0,280.5,287.28,280.5,285.77,412943.0,246.0,247.43,241.17,242.7,4459981.0
219.96,220.82,219.12,220.65,15755170.0,65.9,66.24,65.28,66.17,3389561.0,129.6,130.5,129.11,129.64,3354626.0,136.96,137.52,136.425,137.39,13402758.0,284.77,288.89,283.655,288.28,527043.0,242.47,245.6,240.37,244.79,3690146.0
220.95,222.85,219.44,222.77,21721872.0,65.91,66.15,65.11,65.72,3026614.0,129.9,130.56,128.78,130.4,3344474.0,137.36,138.67,136.5299,138.53,18376644.0,288.55,288.55,281.4,285.11,490981.0,245.2,248.1685,242.37,243.43,3888163.0
222.01,223.76,220.37,220.95,19741954.0,65.85,66.44,65.64,65.95,2812701.0,129.63,131.19,129.36,130.05,3554228.0,140.3,142.37,140.0736,141.08,31553797.0,284.66,287.95,284.66,286.14,347679.0,246.0,247.94,244.84,246.58,4469294.0
221.38,222.56,217.473,217.69,36711725.0,65.89,67.015,65.89,66.4,7983578.0,131.0,132.0,130.29,131.63,11083329.0,141.01,141.65,138.25,139.28,40686698.0,288.75,297.64,286.68,296.05,1247267.0,246.49,246.946,238.16,240.59,5996334.0
218.95,219.84,217.65,218.68,16246421.0,66.25,66.33,64.88,65.72,4569584.0,131.02,132.05,130.49,131.77,3731580.0,139.23,139.63,138.44,139.09,13446243.0,299.3954,299.9,293.03,294.68,533164.0,240.0,245.1794,239.22,241.25,4126179.0
221.03,222.49,217.19,217.68,26769822.0,65.99,66.025,64.24,64.575,4585911.0,132.1,132.78,131.34,131.59,4754623.0,140.37,140.69,136.88,137.38,23791214.0,295.02,296.0,287.615,289.79,549413.0,241.52,241.99,222.61,223.2817,12357206.0
219.07,221.5,217.1402,220.99,18294900.0,64.5,64.84,64.02,64.2,4301568.0,131.5,131.575,130.23,130.99,3214355.0,137.5,139.958,136.04,139.36,17548071.0,290.21,291.9,286.33,286.58,359391.0,224.15,228.98,218.36,228.7,8768326.0
220.0,220.94,218.83,219.89,16151246.0,64.42,64.42,63.09,63.31,5499627.0,131.09,131.3092,128.03,129.04,5182330.0,139.44,140.18,138.44,139.57,14306302.0,287.7,287.7,277.855,281.24,635771.0,230.66,243.31,227.4,242.52,11445264.0
220.54,220.96,217.2814,218.85,22606388.0,63.54,63.92,62.57,62.9,6438859.0,128.61,129.4,126.7,128.6,4771949.0,140.15,140.36,136.645,137.75,17829702.0,280.45,282.81,271.37,273.46,626298.0,242.0,248.71,238.73,242.13,10663930.0
220.9,224.58,220.79,223.98,22189704.0,63.0,63.805,62.86,63.39,4430745.0,129.07,130.28,129.0,129.41,4781024.0,138.05,139.215,137.78,139.03,12030081.0,275.3,280.05,272.02,277.41,425768.0,243.0,243.98,236.1111,240.84,5556374.0
225.07,228.22,224.2,224.58,31605091.0,63.6,64.33,62.96,63.225,3757344.0,130.02,130.8,129.77,129.96,4335971.0,139.66,140.25,137.0,137.06,16450762.0,277.27,279.41,273.4,276.52,520403.0,241.5,245.95,239.13,244.69,5858450.0
223.06,223.35,217.93,218.96,30918110.0,62.94,62.94,61.52,61.62,5338790.0,132.76,134.7,131.22,132.01,10336055.0,136.25,136.37,133.5799,134.63,25150680.0,275.31,277.863,272.26,274.14,478436.0,243.03,244.65,239.43,243.24,5073430.0
218.43,220.96,215.132,220.81,25785193.0,61.74,62.34,60.89,62.24,4911572.0,131.64,132.3715,130.01,131.22,4976808.0,134.95,136.75,133.22,136.3,20921816.0,274.35,281.7,272.27,280.88,511043.0,231.86,234.48,224.28,232.92,14178202.0
225.64,227.49,223.89,227.01,61420683.0,62.45,62.72,61.92,62.56,8737188.0,131.34,133.72,131.25,133.61,5731323.0,136.75,138.25,136.42,138.11,34698225.0,281.66,284.04,278.0,282.84,881190.0,231.61,234.77,228.07,231.4159,15272408.0
226.27,229.93,225.84,227.06,55939194.0,62.55,63.58,62.28,62.72,9872236.0,133.09,133.825,132.1446,133.18,4080045.0,137.14,138.18,137.02,137.1,24802840.0,280.66,287.77,280.66,283.74,668481.0,229.8,238.56,228.55,237.72,15309905.0
225.82,228.06,224.33,224.39,49356153.0,62.33,62.5,61.37,61.68,7787131.0,132.45,133.265,131.49,131.86,5723802.0,137.08,137.76,135.62,135.66,43365113.0,280.51,288.63,279.22,285.305,1696712.0,235.87,243.94,234.5,240.0,16599013.0
227.03,227.79,225.64,227.0,33424472.0,62.29,62.43,61.76,61.98,5928406.0,131.14,131.25,128.52,129.23,6893099.0,137.46,138.7,136.97,138.21,33135789.0,286.82,292.25,286.09,290.66,1816005.0,241.52,247.295,240.65,244.53,13116148.0
227.93,230.44,227.3,230.09,50995288.0,62.12,63.405,62.0,63.25,9893309.0,128.95,130.1179,128.75,129.02,4203645.0,138.49,139.6699,138.25,139.1,30012614.0,289.38,299.95,289.225,298.36,1665995.0,245.28,249.28,241.58,244.74,11989953.0
232.95,237.64,232.3075,236.22,75801862.0,63.95,64.49,63.67,63.97,9394112.0,131.14,132.62,130.82,131.31,6330698.0,140.12,141.03,139.5,139.61,43365185.0,300.11,306.41,298.9,300.93,1918398.0,247.15,251.08,246.81,247.77,15990158.0
234.9,238.1342,234.6701,235.89,43959865.0,63.83,65.02,63.83,64.52,7762054.0,131.36,131.36,130.42,130.66,4254291.0,139.69,140.29,139.52,139.54,20607871.0,299.4,310.15,298.6,305.44,1473901.0,247.9,258.55,247.13,256.92,19563177.0
236.39,237.65,234.88,235.32,37286507.0,64.83,65.74,64.61,65.3,9854432.0,133.0,134.25,132.1,132.79,8602990.0,140.06,141.79,139.81,141.57,33525781.0,305.35,306.96,303.0,303.82,1345005.0,257.7,260.0,254.12,257.86,12362512.0
233.37,235.24,233.2,234.39,32693993.0,65.06,65.875,65.0,65.35,8097565.0,134.9,136.59,133.8,135.26,10836652.0,140.71,140.99,139.53,140.48,34816708.0,301.62,303.385,298.28,299.4,1537846.0,257.39,262.1,256.92,259.6902,12800343.0
235.09,236.15,233.52,235.29,30936663.0,65.3,65.685,64.78,65.23,8061793.0,135.96,137.49,135.65,136.21,7395521.0,140.95,141.42,139.02,139.67,35471777.0,301.21,302.705,299.94,301.58,796506.0,262.5,264.78,260.17,261.98,9112414.0
234.59,237.58,234.29,236.28,45791251.0,65.4,65.45,64.2,64.91,13944989.0,133.31,134.3875,127.72,127.74,24216613.0,139.76,140.0,136.56,137.34,58749783.0,303.51,303.51,298.7,300.2,959876.0,260.7,262.8,255.1,256.9899,11065826.0
238.3659,240.99,238.32,240.53,17427391.0,65.0105,65.37,64.865,65.21,2868854.0,128.67,129.67,127.06,128.0,12155965.0,138.05,138.5,137.01,138.43,14775463.0,301.51,301.93,294.86,297.861,431206.0,258.2,259.5,250.18,253.43,4429730.0
241.16,242.2,239.6218,239.97,19060536.0,65.71,66.59,65.67,65.86,5143509.0,128.76,130.54,128.09,129.2,7040060.0,138.97,140.01,136.26,136.39,24185213.0,305.0,306.93,301.2,301.29,688307.0,254.32,258.33,250.85,255.52,4386182.0
242.1,243.24,241.22,243.14,17199153.0,65.72,66.65,65.53,66.58,5007001.0,129.66,130.48,129.07,129.82,4793461.0,136.88,137.45,135.61,137.25,25297689.0,301.86,307.07,299.4701,305.11,431967.0,254.5,256.14,251.35,254.889,5005641.0
244.51,244.8,241.805,243.6,15769256.0,66.75,66.75,65.625,65.98,4811591.0,130.42,130.58,126.1,127.47,10556540.0,139.39,140.42,138.67,139.95,33347707.0,303.75,306.09,299.22,305.77,526510.0,298.37,304.93,289.2,299.62,26837584.0
243.16,246.73,242.88,246.58,15414721.0,63.0,64.27,62.52,63.33,10560647.0,127.83,129.1,127.31,128.35,5923042.0,139.5,141.14,139.2,140.73,19986717.0,305.28,308.01,301.79,306.33,339476.0,297.72,330.0,296.11,328.19,28673217.0
247.42,249.25,246.72,249.04,22133728.0,63.63,63.945,62.78,63.7358,6944222.0,128.62,130.0,128.51,129.16,5827753.0,144.4,145.67,143.51,144.2,31816013.0,305.62,310.53,303.22,308.67,302960.0,327.54,340.84,322.6,327.51,18510525.0
248.97,249.75,242.57,243.29,32725739.0,64.0,64.0,63.25,63.44,4746529.0,129.7,129.97,128.56,129.1244,3502497.0,144.08,144.5,142.65,142.81,17578197.0,310.0,313.39,308.59,310.65,340632.0,319.99,324.3,314.75,316.2,12356755.0
244.76,245.3,241.21,243.29,25443913.0,63.45,63.6,62.67,63.15,5705266.0,133.3,133.53,131.73,132.825,8831989.0,143.52,145.0,142.79,144.56,16677432.0,310.1,311.7899,306.12,311.0,531748.0,313.0,318.79,309.97,314.86,9042272.0
247.24,249.17,237.26,248.84,29023188.0,62.91,63.82,62.74,63.72,4152638.0,131.18,132.25,131.01,132.08,3447351.0,144.9,144.93,142.99,143.39,17620140.0,310.62,311.38,303.49,306.28,603210.0,313.1,319.0,313.0,315.09,4855250.0
249.54,255.93,249.16,255.84,35281756.0,63.97,64.99,63.76,64.66,4168688.0,132.05,133.0,131.14,131.22,3661943.0,144.26,144.42,142.965,143.72,23347548.0,309.0,313.16,307.44,310.34,753051.0,316.32,316.48,309.8,313.21,6178310.0
257.33,257.845,255.38,257.48,23618001.0,65.16,65.4834,64.03,65.25,5944293.0,131.8,131.95,130.09,130.25,4783710.0,144.8,145.0,144.16,144.52,14542918.0,313.05,315.94,310.74,310.78,553910.0,314.8,321.94,309.26,317.425,8579754.0
257.05,258.19,256.32,257.15,17738372.0,65.41,66.27,65.19,65.41,5451907.0,130.53,131.47,129.68,130.42,4650959.0,144.97,145.02,143.905,144.46,14318658.0,323.36,344.1,322.11,332.88,2197116.0,319.62,323.51,316.118,317.16,6308975.0
256.84,257.49,255.365,257.24,15328064.0,65.63,66.17,65.07,65.41,4650182.0,130.42,131.48,129.7,130.96,3349382.0,144.37,144.52,143.2,144.06,12956028.0,331.37,333.28,324.27,324.39,858880.0,318.0,326.72,314.5,326.7,7748529.0
258.74,260.35,258.11,259.5,22267200.0,65.02,65.17,63.44,63.98,6718014.0,131.73,132.38,131.01,131.56,4757646.0,143.84,144.88,143.77,144.28,14764862.0,329.18,333.7205,325.62,326.39,867869.0,329.14,341.5,328.02,335.39,14148570.0
258.69,260.44,256.85,260.14,15896858.0,63.53,65.52,63.52,65.37,3931714.0,131.3,133.04,130.97,132.97,4047354.0,143.98,145.99,143.76,145.96,14457573.0,327.52,342.47,327.03,341.82,1050802.0,334.5,337.46,332.5,337.12,5966814.0
258.3,262.47,258.28,262.2,19401290.0,65.02,65.15,64.329,64.65,3088180.0,132.27,132.5247,131.33,131.97,3156536.0,145.34,146.42,144.73,146.12,13193003.0,340.34,344.99,338.71,344.27,576033.0,343.8,349.19,342.0,345.1,9715763.0
261.55,262.79,260.92,261.98,19425255.0,64.56,64.86,64.15,64.32,3843603.0,132.0,132.09,131.02,131.39,3921117.0,146.28,147.57,146.06,147.08,15001797.0,344.0,349.94,341.36,348.46,854961.0,346.94,350.37,344.04,349.95,7177557.0
261.13,264.78,261.07,264.47,24029891.0,64.15,64.15,63.1,63.33,3883773.0,131.04,131.487,130.72,131.26,4369083.0,146.74,147.4625,146.28,147.34,14272821.0,346.33,349.63,341.82,348.32,806230.0,355.0,356.33,345.18,345.99,8029488.0
263.75,264.88,262.1,262.69,20368211.0,63.23,64.0,62.38,63.81,6256875.0,131.03,131.36,130.14,131.0,3408000.0,147.02,148.41,147.0,148.06,13433421.0,348.55,350.0,337.03,338.45,972055.0,346.11,353.84,342.91,349.36,5966623.0
263.68,265.78,263.01,265.75,23136341.0,64.13,65.22,64.0,65.05,5952804.0,131.25,134.97,130.78,134.9,7367795.0,148.93,149.99,148.27,149.95,19846888.0,340.95,349.86,338.71,344.83,847952.0,350.64,352.8,348.36,352.24,4591478.0
265.8,267.43,264.23,267.12,18045658.0,64.88,65.17,63.72,64.3,4442298.0,134.22,135.69,132.66,134.86,7141566.0,150.07,150.55,148.98,150.34,18280590.0,342.59,344.21,337.53,340.2,536674.0,352.9165,353.15,346.1,349.98,4287780.0
267.9,268.0,265.3926,266.29,14685205.0,64.73,65.05,64.5,65.0,4641434.0,135.0,135.19,134.21,134.8,3486534.0,150.88,151.33,150.195,150.39,18879614.0,344.18,348.185,340.21,344.47,564207.0,351.75,359.99,347.8,359.52,7442184.0
265.54,266.083,260.4,263.22,22181038.0,64.78,65.3,64.48,64.86,5568374.0,135.11,136.34,134.07,135.95,5225319.0,150.07,150.84,148.46,149.62,21902456.0,341.98,347.42,341.98,344.24,801715.0,360.0,361.2,349.57,352.4,6143861.0
263.71,264.005,261.18,262.01,25411879.0,65.1,65.8,64.51,65.73,4624343.0,135.94,136.85,135.0,136.46,4622714.0,149.4,149.8,148.501,149.49,14384044.0,343.6,353.0,341.605,350.77,711821.0,354.51,360.84,354.0039,354.9697,5644325.0
262.59,263.18,260.84,261.84,14021695.0,65.79,65.94,65.19,65.275,3917715.0,136.65,138.63,136.5,138.035,7479788.0,150.07,150.3,148.82,149.63,12377419.0,350.93,365.74,350.93,360.66,1183210.0,337.154,337.9,330.0,332.99,15159229.0
262.71,266.44,262.52,266.42,15137109.0,65.53,67.28,65.49,67.22,6208201.0,137.06,137.65,136.24,137.2,4434132.0,150.0,151.35,149.92,151.2247,14939388.0,362.44,367.02,358.48,367.01,757766.0,344.47,344.57,334.46,336.3009,11454970.0
266.94,267.16,262.5,264.1,14750632.0,66.97,67.65,66.68,67.28,5456891.0,136.47,137.34,135.15,137.12,6017044.0,151.36,152.42,151.32,152.0,13923585.0,366.4693,366.4693,361.76,363.83,538940.0,335.27,335.5,327.1,328.93,7396718.0
265.58,267.98,265.31,267.8999,14331120.0,67.28,67.485,66.7,67.14,3427564.0,137.16,138.25,136.9,137.75,3195673.0,152.33,152.5,151.52,152.34,12201412.0,365.07,372.59,364.62,371.59,601607.0,331.12,333.93,328.57,331.05,5240194.0
266.6,268.0,265.9,267.18,9036105.0,67.04,67.36,66.81,67.26,1846095.0,137.6,138.27,136.94,137.58,2355876.0,152.1,152.3,151.28,151.38,8401568.0,372.06,372.465,366.77,369.03,366260.0,331.11,331.26,327.5,330.04,2343582.0
267.32,268.25,263.45,264.09,19070546.0,67.26,67.52,65.935,66.12,4239485.0,137.79,137.84,136.85,137.48,3258989.0,151.81,151.83,148.32,149.55,21363735.0,367.05,369.0,363.07,366.18,500270.0,328.937,336.3827,328.687,334.86,5787602.0
258.31,259.53,256.29,259.52,25772086.0,65.79,66.2,65.17,66.07,4332905.0,136.91,137.45,136.16,137.22,4219279.0,147.5,149.43,146.65,149.32,20179656.0,366.99,369.5,363.4,368.8,842418.0,332.62,337.91,332.186,336.08,6380944.0
261.07,263.31,260.68,261.74,14623003.0,66.3,67.22,66.06,66.75,4017661.0,138.5,139.74,138.04,139.4,6049993.0,150.14,150.1799,149.2,149.83,15235784.0,369.19,373.34,367.57,369.97,497354.0,337.75,337.86,332.85,332.99,5249592.0
263.79,265.89,262.73,265.58,15381351.0,66.9,66.95,65.4,65.95,3892581.0,139.35,139.745,137.95,139.59,3754656.0,150.05,150.32,149.48,149.92,12243910.0,370.97,372.0,366.16,368.44,401071.0,333.0,334.4227,327.25,330.34,3453427.0
267.48,271.0,267.3,270.7,23057888.0,66.43,67.545,66.08,67.06,3428603.0,139.46,141.58,139.46,140.37,5261217.0,150.99,151.87,150.27,151.75,13020323.0,369.52,373.73,368.3,372.15,501398.0,335.0,338.86,334.77,335.85,7446599.0
270.0,270.8,264.91,266.92,27858494.0,67.18,67.88,66.83,66.93,4534486.0,140.39,140.81,140.0601,140.5,2801404.0,151.07,152.21,150.91,151.36,11759878.0,373.09,373.09,362.89,365.6,736508.0,336.59,344.45,335.08,339.4,8270305.0
268.6,270.07,265.86,268.62,20404044.0,66.85,67.18,66.13,67.09,3813784.0,140.8,141.0,139.91,140.01,4149400.0,151.26,151.89,150.765,151.17,13714977.0,357.15,372.15,357.0,367.68,997336.0,339.96,350.73,339.31,348.83,8530007.0
268.81,271.1,268.5,270.74,17110774.0,67.355,67.985,67.11,67.78,4935721.0,140.93,141.98,140.63,140.97,5293694.0,151.54,151.87,150.33,151.69,15282616.0,368.4,376.68,368.25,373.56,845172.0,351.8765,357.1899,351.09,352.5,6649961.0
267.79,272.5599,267.321,271.46,30907462.0,67.16,68.16,67.02,67.61,4981092.0,141.32,142.06,140.73,141.36,3682340.0,151.65,153.44,151.02,153.23,20551376.0,374.1,382.25,372.08,372.15,867549.0,354.92,362.74,353.23,359.67,7650921.0
271.46,275.3,270.93,275.26,29835265.0,66.25,66.805,65.46,65.7797,6426941.0,141.1,141.8,140.31,141.36,3166090.0,153.0035,154.89,152.83,154.54,20029179.0,376.16,379.18,372.56,376.42,820882.0,361.05,365.21,354.64,358.37,6236035.0
276.99,280.79,276.98,279.86,26824132.0,66.25,66.79,66.09,66.12,6235752.0,141.73,142.85,141.49,141.79,3378433.0,155.28,155.9,154.82,155.54,17940213.0,367.84,377.22,367.7082,376.0,581328.0,362.55,383.61,362.5,381.51,17336420.0
279.57,281.77,278.8,280.42,24453671.0,66.18,66.41,65.785,66.2,5128730.0,143.0,144.05,142.52,143.5,6381961.0,155.45,155.71,154.45,154.79,17861887.0,375.73,375.73,368.22,369.1,807971.0,378.77,385.5,375.9,378.9101,8043941.0
279.8,281.9,279.12,279.71,23226186.0,66.31,66.5,65.26,65.68,5682026.0,143.72,143.88,142.74,143.18,4003567.0,154.24,155.48,154.18,154.37,14573536.0,370.3,373.63,368.73,371.24,581184.0,380.73,395.22,380.58,393.1,13505487.0
279.61,281.18,278.95,280.03,17642770.0,65.91,65.91,65.16,65.28,7471119.0,143.89,145.88,143.61,145.35,5965396.0,154.01,155.77,153.75,155.71,17948908.0,371.95,373.98,363.1406,372.57,760496.0,397.09,406.85,396.5,404.02,16955930.0
282.23,282.65,278.56,279.28,34326205.0,65.59,67.0,65.17,66.84,13297734.0,146.88,147.84,144.8,146.07,10594866.0,157.35,158.49,156.29,157.39,38348544.0,374.94,375.8,371.01,375.62,720581.0,410.29,413.0,400.185,405.55,13344703.0
